	22.0
tricote	1.0
trimestre	1.0
triomphant	1.0
triomphants	1.0
triomphe	2.0
tripes	1.0
tripl	1.0
triste	6.0
tristesse	2.0
trmoussa	1.0
trnait	1.0
trois	71.0
troisime	7.0
troisnon	1.0
troit	4.0
troite	3.0
troites	1.0
troits	1.0
troll	36.0
trolls	2.0
tromp	1.0
trompait	1.0
trompe	1.0
tromper	1.0
trompes	1.0
troncs	1.0
trop	57.0
trophes	5.0
troqu	1.0
trottoir	1.0
trottoirs	1.0
trou	11.0
troubler	1.0
trouillard	1.0
trousseaux	1.0
trouv	30.0
trouva	8.0
trouvaient	10.0
trouvait	22.0
trouvant	1.0
trouve	16.0
trouvent	1.0
trouver	30.0
trouvera	2.0
trouverai	2.0
trouveras	1.0
trouverez	1.0
trouvetelle	1.0
trouvez	4.0
trouvrent	1.0
trouvs	1.0
trpignements	1.0
trs	153.0
trsor	2.0
truc	7.0
trucs	2.0
trucsl	1.0
tt	3.0
ttant	1.0
ttards	1.0
tte	156.0
ttele	1.0
ttes	13.0
ttons	1.0
ttre	1.0
tu	366.0
tuait	1.0
tudes	10.0
tudia	1.0
tudiaient	1.0
tudiait	1.0
tudiants	5.0
tudie	1.0
tudier	3.0
tudiera	1.0
tue	1.0
tuele	3.0
tueloup	2.0
tuer	28.0
tumulte	1.0
tunnel	2.0
turban	14.0
turpin	1.0
tus	3.0
tusaisqui	13.0
tuyau	1.0
type	1.0
uf	8.0
ufs	4.0
ulric	1.0
ululement	2.0
ululements	1.0
un	1191.0
une	657.0
unes	1.0
uniforme	6.0
unique	2.0
uniquement	3.0
uns	3.0
urgent	1.0
usage	4.0
usages	1.0
uses	1.0
utile	4.0
utiles	3.0
utilisateurs	1.0
utilisera	1.0
utilisezles	1.0
utilisons	1.0
uvre	1.0
v	6.0
va	94.0
vacances	16.0
vacarme	6.0
vaches	1.0
vacilla	2.0
vaciller	1.0
vad	1.0
vague	2.0
vagues	1.0
vain	3.0
vaincre	3.0
vaincu	1.0
vainement	1.0
vains	1.0
vais	30.0
vaisje	1.0
vaisselle	1.0
valaient	1.0
valait	5.0
valeur	1.0
valise	12.0
valises	3.0
valua	1.0
valut	1.0
vampire	2.0
vampires	3.0
vanoui	4.0
vanouie	1.0
vante	1.0
vanter	1.0
vapeur	1.0
vas	13.0
vasistas	1.0
vaste	2.0
vastes	1.0
vastu	1.0
vasy	13.0
vaten	4.0
vatil	1.0
vaton	1.0
vaudra	1.0
vaudrait	2.0
vaut	10.0
vaux	2.0
vcu	4.0
veill	1.0
veille	8.0
veillerai	1.0
veines	2.0
velours	2.0
velue	1.0
venaient	3.0
venais	1.0
venait	44.0
venant	2.0
vendaient	1.0
vendait	3.0
vendre	1.0
vendredi	3.0
vendu	2.0
vendue	1.0
venez	8.0
veng	1.0
venger	1.0
veniez	1.0
venimeux	1.0
venin	1.0
venir	12.0
vent	12.0
ventre	7.0
ventricule	1.0
ventricules	1.0
venu	12.0
venue	6.0
venus	3.0
verdoyant	1.0
verdtre	2.0
vernon	115.0
vernonmais	1.0
verra	2.0
verraient	2.0
verrait	4.0
verras	2.0
verre	11.0
verres	3.0
verrouille	4.0
verrouiller	1.0
verrues	2.0
vers	122.0
versait	2.0
versattendez	1.0
verse	1.0
version	2.0
vert	15.0
verte	13.0
vertement	1.0
vertes	1.0
verticaux	1.0
vertigineuse	1.0
verts	1.0
vertueuse	1.0
vestes	1.0
vestiaires	4.0
veuillez	3.0
veulent	1.0
veut	16.0
veux	57.0
veuxtu	2.0
vex	1.0
vexe	1.0
vexez	1.0
vgtal	1.0
viande	1.0
vibrait	1.0
vibrer	1.0
victime	2.0
victimes	2.0
victoire	4.0
victuailles	2.0
vid	1.0
vida	2.0
vidait	1.0
vide	16.0
videmment	1.0
vidence	6.0
vident	3.0
vider	3.0
vides	6.0
vido	1.0
vidrent	1.0
vie	36.0
vieil	10.0
vieillard	1.0
vieille	12.0
vieilles	7.0
viendrai	1.0
vienne	5.0
viennent	3.0
viens	17.0
vient	6.0
vieux	26.0
vif	21.0
vigoureusement	1.0
vigoureux	1.0
village	3.0
ville	4.0
vin	3.0
vindictus	1.0
vingt	5.0
vingtaine	3.0
vingtneuf	1.0
vingtquatre	1.0
vingtsix	1.0
vinrent	1.0
vins	1.0
vint	8.0
viol	1.0
violation	1.0
violemment	2.0
violente	3.0
violer	1.0
violet	6.0
violette	2.0
violettes	3.0
virage	3.0
virages	2.0
virent	9.0
virer	1.0
viridian	1.0
virtuosit	1.0
visage	52.0
visages	3.0
visant	1.0
vises	1.0
visible	2.0
visiblement	3.0
vision	2.0
visite	3.0
visiter	1.0
visiteur	1.0
visiteurs	1.0
vison	1.0
viss	1.0
visuel	1.0
vit	44.0
vita	3.0
vitait	1.0
vite	28.0
viter	12.0
vitesse	12.0
vitet	1.0
vitre	11.0
vitres	2.0
vitrine	4.0
vitrines	1.0
vivait	2.0
vivant	6.0
vivante	1.0
vivanteje	1.0
vivantes	2.0
vivarium	4.0
vivement	1.0
vivre	7.0
vlo	5.0
vnements	5.0
voici	4.0
voie	14.0
voient	2.0
voies	5.0
voil	27.0
voir	106.0
voire	1.0
vois	25.0
voisin	1.0
voisine	5.0
voisins	2.0
voit	7.0
voiture	26.0
voitures	2.0
voix	114.0
vol	21.0
volaient	3.0
volait	4.0
volant	7.0
volantes	2.0
volants	4.0
volatilis	1.0
volatilisa	1.0
volatilise	1.0
voldemort	38.0
vole	7.0
volent	3.0
voler	23.0
voleta	1.0
voletaient	2.0
voleter	1.0
voleur	1.0
voleurs	3.0
volire	4.0
vols	1.0
volteface	5.0
volume	3.0
volumes	2.0
volumineux	1.0
volutes	2.0
vomir	2.0
vont	14.0
voquer	1.0
vos	18.0
votre	50.0
voudrai	1.0
voudrais	6.0
voudrait	4.0
voudriez	1.0
voudront	1.0
voulaient	5.0
voulais	8.0
voulait	32.0
voulaitil	1.0
voulant	2.0
voulez	6.0
voulezvous	1.0
vouliez	3.0
voulions	2.0
vouloir	3.0
voulons	2.0
voulu	17.0
voulut	2.0
vous	484.0
vousmme	1.0
vousmmes	1.0
voussavezqui	10.0
voussavezquoi	2.0
voyage	7.0
voyageais	1.0
voyager	1.0
voyageur	2.0
voyageurs	4.0
voyaient	6.0
voyais	1.0
voyait	26.0
voyant	20.0
voyez	6.0
voyons	10.0
voyous	1.0
vrai	28.0
vraie	1.0
vraies	2.0
vraiment	59.0
vrais	3.0
vrifia	1.0
vrifiait	1.0
vrifier	3.0
vrifiez	1.0
vrilles	1.0
vrit	10.0
vritable	4.0
vritablement	4.0
vritables	1.0
vrombissement	1.0
vtement	1.0
vtements	11.0
vtu	3.0
vtue	6.0
vtus	5.0
vu	65.0
vue	10.0
vus	3.0
vux	1.0
wagon	7.0
wagonnet	8.0
wagonnets	2.0
wagons	1.0
weasley	56.0
west	1.0
whinging	1.0
wight	1.0
wingardium	4.0
woodcroft	1.0
xrs	1.0
xxe	2.0
y	221.0
yeux	118.0
yorkshire	1.0
yvonne	1.0
zabini	1.0
zbrs	1.0
zigotos	1.0
zigzaguaient	1.0
zigzaguait	1.0
zigzaguer	1.0
zombie	2.0
zoo	6.0
